Tweet Text,Account,Timestamp,Latitude,Longitude
RT @eji_org: Too many people in America are burdened with presumptions of guilt and dangerousness based on race. http://t.co/ILZ3LpUOxP #Wa?,xo_eyr,08/04/2015 13:41,0,0
RT @nycjim: Powerful front pages from @postandcourier &amp; @nytimes. #WalterScott http://t.co/N5qphvOvxE,MicSeanNYC,08/04/2015 13:41,0,0
"RT @Delo_Taylor: ""He charged at me.""

""He reached into his waistband.""

""He went for my gun.""

""I feared for my life.""

#WalterScott http:/?",erodedpanic,08/04/2015 13:41,0,0
There is nothing he could say the video says it all...... https://t.co/HzOpKI1d5z,americans4amer,08/04/2015 13:41,0,0
"RT @MsPackyetti: Never forget.

#WalterScott http://t.co/24gM0BU3Jx",harharharz,08/04/2015 13:41,0,0
"RT @WeNeedFeminlsm: Unarmed. Back turned. Still killed.

Don't let anyone not see this tonight.

#WalterScott #BlackLivesMatter http://t.co?",ricopimp13,08/04/2015 13:41,0,0
My heart is broken after seeing the shooting death of #WalterScott . Why is this happening ? We Are All God's children. This must stop NOW,FrancisMookie,08/04/2015 13:41,0,0
"RT @lex_looper: Before the video of #WalterScott being shot 8 times in the back, mainstream media claimed he fought for the officers taser ?",Prince_A_J,08/04/2015 13:41,0,0
"RT @JamilahLemieux: ""Community leaders stress the need for calm."" The subtle suggestion that protestors are the counterparts of abusive cop?",DNLee5,08/04/2015 13:41,0,0
RT @dgriff123: #WalterScott http://t.co/wkrTIxU7lr,KahronSpearman,08/04/2015 13:41,0,0
"RT @lex_looper: Before the video of #WalterScott being shot 8 times in the back, mainstream media claimed he fought for the officers taser ?",SugarKovalczyk,08/04/2015 13:41,0,0
"RT @eligerzon: Front page news thanks to Twitter ""@nycjim: Powerful front pages from @postandcourier &amp; @nytimes. #WalterScott http://t.co/Q?",EHS_Chile,08/04/2015 13:41,0,0
RT @JoeDunman: Cop was a Coast Guard vet. His service was cited by NY Times. #WalterScott was a Coast Guard vet. His rap sheet was cited by?,whitemansaywhat,08/04/2015 13:41,0,0
RT @eji_org: These presumptions of guilt and dangerousness have unfairly made people of color targets of police aggression and violence. #W?,xo_eyr,08/04/2015 13:41,0,0
RT @somebadideas: Article about the police homicide of #WalterScott before the video emerged. Unreal. http://t.co/NLvY1V6dWA via @kashhill ?,katalin_pota,08/04/2015 13:41,0,0
RT @Bipartisanism: THIS FRESH PRINCE EPISODE AIRED 23 YEARS AGO. 23 YEARS AND NOTHING HAS CHANGED #WalterScott http://t.co/PsL6A54thz,severelyqueer,08/04/2015 13:41,0,0
my god. it's one thing seeing pictures but actually seeing the video. im nearly in tears #WalterScott,londonxbaby,08/04/2015 13:41,0,0
RT @etanthomas36: And ppl really qst the need for #BlackLivesMatter? These murders by police are happening so regularly it's hard to keep t?,sdesserman,08/04/2015 13:41,0,0
RT @occupythemob: THIS AIRED 23 YEARS AGO. 23 YEARS AND NOTHING HAS CHANGED #WalterScott http://t.co/Rqq5vKSR5T,AlexGuerr93,08/04/2015 13:41,0,0
RT @deray: #WalterScott http://t.co/61I20xMaTr,mellamojill,08/04/2015 13:41,0,0
"RT @alabama_ashley: Damn
""@Aubrey_Forbes: THIS AIRED 23 YEARS AGO. 23 YEARS AND NOTHING HAS CHANGED #WalterScott http://t.co/OxuzB72E0n""",willyuni,08/04/2015 13:41,0,0
"RT @kmichelle: Seeing that really just did something 2me. STILL Dying because of the color of our skin. My God, we need you now? #WalterSco?",GeosTwistedMind,08/04/2015 13:41,0,0
"RT @Delo_Taylor: ""He charged at me.""

""He reached into his waistband.""

""He went for my gun.""

""I feared for my life.""

#WalterScott http:/?",bedthyme,08/04/2015 13:41,0,0
RT @JamiaStarheart: RT @Bipartisanism: This protest from 1936 shows not much has changed. #WalterScott http://t.co/7OvfA3BPXX,YoungKingMitch,08/04/2015 13:41,0,0
"RT @lex_looper: Before the video of #WalterScott being shot 8 times in the back, mainstream media claimed he fought for the officers taser ?",cptpuddlejumper,08/04/2015 13:41,0,0
@foxandfriends complaining about Obama being honest about Christians yesterday. Not complaining about #walterscott video.,Driveswift,08/04/2015 13:41,0,0
RT @JuddLegum: Chilling front page of the NYT this AM http://t.co/as6ELuP6QR #WalterScott,DebraWinters28,08/04/2015 13:41,0,0
"RT @NewJusticeDept: If #WalterScott video hadn't surfaced:

-Cop gives false testimony
-Media vilifies victim
-Use of force is justified
-N?",_RalphLoRaan,08/04/2015 13:41,0,0
RT @nycjim: Powerful front pages from @postandcourier &amp; @nytimes. #WalterScott http://t.co/N5qphvOvxE,__ShonaMama__,08/04/2015 13:41,0,0
"RT @FierceFemtivist: Run towards them..they shoot, Stand still...they shoot, hands up..they shoot, run away..they shoot. You're black..THEY?",Edna_TweetHeart,08/04/2015 13:41,0,0
"RT @TucsonVoice28: Video of NCPD officer killing #WalterScott: https://t.co/tJGIp6EWRc via @postandcourier
So sad 😢
#morningjoe #NewDay #Po?",TheHOodRept____,08/04/2015 13:41,0,0
RT @amandaseales: When r we gonna get angry enuf to change our world? #WalterScott,dinkleeberggg,08/04/2015 13:41,0,0
"RT @ShaneClaiborne: Looks like #WalterScott was the 300th person killed by police in 2015.
That's 3 people a day. http://t.co/skwAxQ2rMq",iamMelsmith,08/04/2015 13:41,0,0
"RT @Anonionaire: At what point did this man become ""life threatening"" ? ?  #WalterScott http://t.co/FLoHyPb7Ku",AnnaShizzzz,08/04/2015 13:41,0,0
RT @Bipartisanism: THIS AIRED 23 YEARS AGO. 23 YEARS AND NOTHING HAS CHANGED #WalterScott http://t.co/MYkWaWuWaK,TeamLavender_,08/04/2015 13:41,0,0
"RT @voice: Unarmed. Back turned. Still killed.

Don't let anyone not see this tonight.

#WalterScott http://t.co/Jtn5jtzxAW",kylejesperr,08/04/2015 13:41,0,0
RT @CapehartJ: RT @thedailybeast: #WalterScott?s killing is every black nightmare about white cops. http://t.co/vOcwZZSZQx http://t.co/ggVC?,JGDphoenixrises,08/04/2015 13:41,0,0
RT @occupythemob: Never forget #WalterScott was shot 8 times in the back. Handcuffed while bleeding to death. http://t.co/yHNEsB2VwH,cw3263,08/04/2015 13:41,0,0
"That cop probably went home, got a good night's rest, &amp; thought he'd be able to live free until he was old &amp; gray #WalterScott",_onceuponaDIME,08/04/2015 13:41,0,0
@ACLU we need laws requiring cops to wear cameras to protect US from THEM! Complete retraining of cops needed too. #WalterScott,FCDAwatch,08/04/2015 13:41,0,0
"Equal rights, no more hate. It's time! #WalterScott https://t.co/i8ZwqXkBlP #humanrights #humanrace #nomoretragedy",TheCreativePost,08/04/2015 13:41,0,0
"RT @Anonionaire: At what point did this man become ""life threatening"" ? ?  #WalterScott http://t.co/FLoHyPb7Ku",Wangu_M,08/04/2015 13:41,0,0
RT @bridgie_xoxo: A DAMN SHAME. #WalterScott #AnthonyHill https://t.co/Z31rsm4VZ0,RuqayyaYasmene,08/04/2015 13:41,0,0
"RT @vcmitchelljr: ""Walter was a good man. No one can take that away.? Nicole King, family friend of #WalterScott",PruneJuiceMedia,08/04/2015 13:41,0,0
"RT @Bipartisanism: How to survive a police encounter:
 #WalterScott http://t.co/KCLHeI2fxa",maddoppizzi,08/04/2015 13:41,0,0
"RT @BlameBigGovt: 1. Someone running away from you is no threat to you.
2. Liars eventually pay.
3. There are good cops and real victims.?",alison_rambles,08/04/2015 13:41,0,0
RT @Bipartisanism: THIS AIRED 23 YEARS AGO. 23 YEARS AND NOTHING HAS CHANGED #WalterScott http://t.co/MYkWaWuWaK,VTjawo,08/04/2015 13:41,0,0
"RT @Anonionaire: At what point did this man become ""life threatening"" ? ?  #WalterScott http://t.co/FLoHyPb7Ku",Soginaaa,08/04/2015 13:41,0,0
RT @treloren: I should sleep now. #WalterScott http://t.co/O5uqwXpSAC,Jazzbro1Lin,08/04/2015 13:41,0,0
"RT @Anonionaire: At what point did this man become ""life threatening"" ? ?  #WalterScott http://t.co/FLoHyPb7Ku",Ralph_Farrell,08/04/2015 13:41,0,0
"For some reason, ALL cops fear for their lives when an Afrikan's back is turned.... #WalterScott #StrangeFruit #WhiteCops #cave #animals",NewAfricanChief,08/04/2015 13:41,0,0
RT @radleybalko: What are the odds that the only time it went down this way just happened to be the only time it was captured on video? #Wa?,irwyvern,08/04/2015 13:41,0,0
"RT @ciccmaher: Hey @NCPD, why did you lie about #MichaelSlager murdering #WalterScott before the video came out?",kshon42,08/04/2015 13:41,0,0
RT @NarinderSingh: Mayor says it was ?a bad decision.? Sleeping late is a bad decision. Shooting an unarmed man is an execution. #WalterSco?,donnie_brown74,08/04/2015 13:41,0,0
RT @LizzieDemuren: It's STILL relevant. #BlackLivesMatter #WalterScott http://t.co/WEFZwjsH5E,Sausajizzes,08/04/2015 13:41,0,0
"RT @TheObamaDiary: While the media scramble for mugshots of #WalterScott, this is him.

Rest in peace.

http://t.co/XiDGjxFord http://t.co?",kylexpowis,08/04/2015 13:41,0,0
RT @OccupyWallStNYC: ICYMI SC cop shot unarmed #WalterScott in back 5 times then planted a weapon on him as he died http://t.co/XJ9BoE69yO ?,MFL1956,08/04/2015 13:41,0,0
RT @CapehartJ: RT @thedailybeast: #WalterScott?s killing is every black nightmare about white cops. http://t.co/vOcwZZSZQx http://t.co/ggVC?,Jimmyspolitics,08/04/2015 13:41,0,0
"RT @FierceFemtivist: Run towards them..they shoot, Stand still...they shoot, hands up..they shoot, run away..they shoot. You're black..THEY?",adwoa14,08/04/2015 13:41,0,0
RT @ShaunKing: Here it is. The video of #WalterScott being executed by Officer Michael Slager. http://t.co/j48Y7niiIQ cc @deray http://t.co?,JaSmine_withaS,08/04/2015 13:41,0,0
RT @AC360: It doesn?t look to me like they treated him like a dog. Dogs get treated better - @markgeragos on #WalterScott http://t.co/xrvMW?,MattBoutDatLife,08/04/2015 13:41,0,0
RT @AppSame: There is no need for a Protest #WalterScott  the Officer is guilty he Murdered the KID he is in Jail and will be prosecuted ST?,GardnerBuilreds,08/04/2015 13:41,0,0
"RT @Ziggy_Daddy: If armed white cops feel threatened by unarmed black men, imagine how unarmed black men feel about armed white cops. #Walt?",__YessBree,08/04/2015 13:41,0,0
"RT @TheObamaDiary: While the media scramble for mugshots of #WalterScott, this is him.

Rest in peace.

http://t.co/XiDGjxFord http://t.co?",stpeteguy1964,08/04/2015 13:41,0,0
"RT @yolandanocturn: look how the tone of comments on article about #WalterScott changed after the video. same racist mfckas talkin bout ""pr?",_A1va,08/04/2015 13:41,0,0
"RT @CCOandrew: #WalterScott feared for his life, too.
So did #JohnCrawford.
#TamirRice didn't even have time to
How many ""isolated incident?",kentuckyviews,08/04/2015 13:41,0,0
"RT @doctorkanayo: 😵😵😵

Could not believe my eyes. So the policeman shot him x8 and handcuffed him when he was dead...and planted His gun b?",OliiSan,08/04/2015 13:41,0,0
Good AM and Prayers Up For EveryOne! #LetsGetOverTheHump #WalterScott,RomeGoodwin,08/04/2015 13:41,0,0
RT @payneNBC: Michael Slager Charged With Murder of Walter Scott in South Carolina http://t.co/Ael703gb98 #WalterScott,alizanadi,08/04/2015 13:41,0,0
"RT @Bipartisanism: BREAKING:
Police also lied about performing CPR on #WalterScott. This is a full blown police coverup murder. http://t.co?",itsLenaB,08/04/2015 13:41,0,0
Smhhhh. https://t.co/ca12Rn58sl,iFondleMilfs,08/04/2015 13:41,0,0
RT @ACStamp: The officer knew exactly what to say in order for the case to not be investigated. And it worked. EASILY. Laughably easily. #W?,jennabeenawinna,08/04/2015 13:41,0,0
RT @treloren: I should sleep now. #WalterScott http://t.co/O5uqwXpSAC,Raw_South_Paw,08/04/2015 13:41,0,0
RT @Bipartisanism: THIS FRESH PRINCE EPISODE AIRED 23 YEARS AGO. 23 YEARS AND NOTHING HAS CHANGED #WalterScott http://t.co/PsL6A54thz,SwtThangB,08/04/2015 13:41,0,0
#SelectiveLawEnforcement #Black #White #WalterScott,VWAimlessly,08/04/2015 13:41,0,0
"RT @voice: Unarmed. Back turned. Still killed.

Don't let anyone not see this tonight.

#WalterScott http://t.co/Jtn5jtzxAW",Harmizzle7828,08/04/2015 13:41,0,0
RT @IncitingARiot: Fucking. This. #WalterScott #BlackLivesMatter http://t.co/0ldZRBT6Pj,KRaySaulis,08/04/2015 13:41,0,0
RT @occupythemob: THIS AIRED 23 YEARS AGO. 23 YEARS AND NOTHING HAS CHANGED #WalterScott http://t.co/Rqq5vKSR5T,ffloweerchildd,08/04/2015 13:41,0,0
"RT @DamoneWilliams_: Thank you for this reminder, @AVAETC! #WalterScott #KnowYourRights. http://t.co/TCiCq0sChG",tarshelb,08/04/2015 13:41,0,0
"RT @Ziggy_Daddy: If armed white cops feel threatened by unarmed black men, imagine how unarmed black men feel about armed white cops. #Walt?",FlAVOROFCODEiNE,08/04/2015 13:41,0,0
RT @deray: #WalterScott http://t.co/61I20xMaTr,htchelpdesk,08/04/2015 13:41,0,0
"RT @Bipartisanism: How to survive a police encounter:
 #WalterScott http://t.co/iVxR15u25K",O_Raul,08/04/2015 13:41,0,0
@NYTimeskrugman Full HD VIDEO #WalterScott Shot 8x IN FUCKING BACK By SC Armed Pig #MichaelSlager #FTP #Ferguson https://t.co/5LOapBA2Qt,Marland_X,08/04/2015 13:41,0,0
"iamdjleem : At what point did this man become ""life threatening"" ? ?  #WalterScott ? http://t.co/cuScJAhm3s) http://t.co/c5zjsv09r2",CutDogMusic,08/04/2015 13:41,0,0
RT @nycjim: Powerful front pages from @postandcourier &amp; @nytimes. #WalterScott http://t.co/N5qphvOvxE,garrisongrant,08/04/2015 13:41,0,0
RT @MMViverito: The blatant disregard for a human life captured in that video is haunting. #WalterScott your life mattered.,NaaNubia,08/04/2015 13:41,0,0
RT @docrocktex26: North Charleston PD's version of events prior to the release of video is full of blatant lies. http://t.co/iPiSwW4jow #Wa?,notmuchelse,08/04/2015 13:41,0,0
"RT @MarvAbbey: How can you shoot an unarmed man EIGHT TIMES in the back and then have the cheek to handcuff him?

#WalterScott",Kunlychenko,08/04/2015 13:41,0,0
"RT @Bipartisanism: How to survive in America:
 #WalterScott http://t.co/36oZoF7DRx",Gutta_DaDon,08/04/2015 13:41,0,0
"RT @ShaneClaiborne: Looks like #WalterScott was the 300th person killed by police in 2015.
That's 3 people a day. http://t.co/skwAxQ2rMq",MatthewNowling,08/04/2015 13:41,0,0
"RT @MarvAbbey: How can you shoot an unarmed man EIGHT TIMES in the back and then have the cheek to handcuff him?

#WalterScott",vxctoryy,08/04/2015 13:41,0,0
"RT @ayyyybrian: Don't let this go unnoticed. He was unarmed. No reason for that cop to shoot him in the back.

#WalterScott http://t.co/Rp?",BillyKillen1,08/04/2015 13:41,0,0
RT @kmichelle: It makes you feel so helpless and so angry. Black lives seem 2not matter. Im just happy that for once justice was served. Sm?,GeosTwistedMind,08/04/2015 13:41,0,0
"""If there wasn't a video, would we have known the truth?"" - #WalterScott's brother as policeman charged with murder http://t.co/c5qoJrP6Gn",NatGat2014,08/04/2015 13:41,0,0
"RT @voice: Unarmed. Back turned. Still killed.

Don't let anyone not see this tonight.

#WalterScott http://t.co/Jtn5jtzxAW",Couscous_Lover,08/04/2015 13:41,0,0
"RT @Bipartisanism: How to survive in America:
 #WalterScott http://t.co/36oZoF7DRx",CaptainFmat,08/04/2015 13:41,0,0
"RT @Bipartisanism: We're all one bullet away from being a hashtag.

RIP #WalterScott. You will not die in vain. http://t.co/obKBpCVqnh",ningbojoe,08/04/2015 13:41,0,0
"RT @Russian_Starr: Black people serve in the U.S. Army to fight a ""foreign enemy,"" only to be killed by cops sworn to protect them. #Walter?",1ofthebravest,08/04/2015 13:41,0,0
De multar o detener a criterio del policía a disparar y luego preguntar con la reglamentaria hay solo un paso. #LeyMordaza #WalterScott,ultimodelbaile,08/04/2015 13:41,0,0
RT @NarinderSingh: Mayor says it was ?a bad decision.? Sleeping late is a bad decision. Shooting an unarmed man is an execution. #WalterSco?,RKayeenThomas,08/04/2015 13:41,0,0
RT @andreagrimes: Murderous white cop gets the service bio. Murdered black man gets the rap sheet. In the NY Times. #walterscott http://t.c?,paytonbohn,08/04/2015 13:41,0,0
"RT @Bipartisanism: We're all one bullet away from being a hashtag.

RIP #WalterScott. You will not die in vain. http://t.co/obKBpCVqnh",dimez_amond,08/04/2015 13:41,0,0
"RT @MarvAbbey: Video of the #WalterScott killing...

http://t.co/Gbu4yFZxad",ShahidCruz,08/04/2015 13:41,0,0
"RT @Bipartisanism: How to survive in America:
 #WalterScott http://t.co/cmvyapKqr9",_bbyvee,08/04/2015 13:41,0,0
"RT @KirkWrites79: At this point, if you choose not to understand what's really going on, I (we) can't waste time trying to explain. #Walter?",_A1va,08/04/2015 13:41,0,0
"RT @voice: Unarmed. Back turned. Still killed.

Don't let anyone not see this tonight.

#WalterScott http://t.co/Jtn5jtzxAW",JustMDubbz,08/04/2015 13:41,0,0
RT @Big6domino: Still waiting on outrage from the white community about #WalterScott . It's not always about racism but when it is they ign?,cptpuddlejumper,08/04/2015 13:41,0,0
RT @bridgie_xoxo: A DAMN SHAME. #WalterScott #AnthonyHill https://t.co/Z31rsm4VZ0,ChiefKindSmoke,08/04/2015 13:41,0,0
"RT @ShaunKing: RT this now!

This is Officer Michael Slager shooting and killing #WalterScott in South Carolina. Shot him 8 times. http://t?",BChanslor,08/04/2015 13:41,0,0
RT @deray: #WalterScott http://t.co/61I20xMaTr,Gtulipgem,08/04/2015 13:41,0,0
"RT @Ziggy_Daddy: I'm all for having a conversation about race, but first, cops need to start doing prison time for killing unarmed black me?",Russian_Starr,08/04/2015 13:41,0,0
"RT @Bipartisanism: How to survive a police encounter:
 #WalterScott http://t.co/iVxR15u25K",CelsoJr,08/04/2015 13:41,0,0
"RT @NewJusticeDept: If #WalterScott video hadn't surfaced:

-Cop gives false testimony
-Media vilifies victim
-Use of force is justified
-N?",SWeeT_CaKes1117,08/04/2015 13:41,0,0
Everyone &amp; all cops ?@thedailybeast: #WalterScott?s killing is every black nightmare about white cops. http://t.co/usq0xrpwDU,5sahandful,08/04/2015 13:41,0,0
"RIP #WalterScott .. x cant get away with it this time, thank god for smart phones.. #exposed",5serena5,08/04/2015 13:41,0,0
"PSYCHOPATH COP #MichaelSlager shot #WalterScott in the BACK 8 X'S, then calculatedly planted his taser caught on video.
#PoliceBRUTALITY!",Lenx99x,08/04/2015 13:41,0,0
#BlackLivesMatter ...or do they?? https://t.co/VIxrPE3yDO,azhar_uzma,08/04/2015 13:41,0,0
RT @benfergusonshow: The #shooting of #WalterScott confirms mybelief that IT IS TIME FOR BODY CAMS on all police on the streets. It protect?,EagleDoorsckoL,08/04/2015 13:41,0,0
And this has been going on for DECADES.  This did not just start overnight.  White America need to wake up 2 this. https://t.co/MHlUpf1eSN,icebergslim1047,08/04/2015 13:41,0,0
RT @thecrisismag: #WalterScott Video shows officer plants his taser next to Scott?s body. http://t.co/2B938rHvnM  via @thedailybeast http:/?,jennabeenawinna,08/04/2015 13:41,0,0
RT @BBCWorld: Shocking video shows moment white US policeman shot dead black man running away http://t.co/wzKLcTJyBx #WalterScott http://t.?,S3MIC,08/04/2015 13:41,0,0
This shit is so fucking true. https://t.co/FCcky27ZlR,thissoulflower,08/04/2015 13:41,0,0
"RT @MarvAbbey: How can you shoot an unarmed man EIGHT TIMES in the back and then have the cheek to handcuff him?

#WalterScott",SexyKaprikawn,08/04/2015 13:41,0,0
that merciless cop better be put to death #WalterScott,ayeshabeuit,08/04/2015 13:41,0,0
"Our President should order a national investigation into all police departments, the trust of the people is at stake ... #WalterScott",THA_KZZA,08/04/2015 13:41,0,0
"""@Bipartisanism: How to survive a police encounter:
 #WalterScott http://t.co/690jKJN7gB""",_Wray,08/04/2015 13:41,0,0
RT @chaseface16: .@FoxNews how is a 400 lb alligator 'news' &amp; you still have no mention of #WalterScott? It's time to recognize our country?,wasteman11,08/04/2015 13:41,0,0
??#WalterScott??,isabellaGmanis,08/04/2015 13:41,0,0
"RT @Bipartisanism: 1098.

Final total of cops killing in 2014.

A 21 to 1 ratio blacks to whites; half mentally ill; 40% unarmed.

#Walter?",aelxmichael,08/04/2015 13:41,0,0
"RT @leehayespr: @marclamonthill : If you're inherently afraid of black men, you have NO BUSINESS being a police officer. #WalterScott #marc?",bnjones1080,08/04/2015 13:41,0,0
"RT @IlllIllIl: This is a cop ""fearing for his life"" #WalterScott #FTP
http://t.co/a7gOooCz6C",hannahxmcly,08/04/2015 13:41,0,0
"RT @occupythemob: ""He charged at me.""

""He reached into his waistband.""

""He went for my gun.""

""I feared for my life.""

#WalterScott http:?",hooperzlife35,08/04/2015 13:41,0,0
RT @LizzieDemuren: It's STILL relevant. #BlackLivesMatter #WalterScott http://t.co/WEFZwjsH5E,dolaps,08/04/2015 13:41,0,0
RT @occupythemob: THIS AIRED 23 YEARS AGO. 23 YEARS AND NOTHING HAS CHANGED #WalterScott http://t.co/Rqq5vKSR5T,Slipgate0,08/04/2015 13:41,0,0
RT @JamiaStarheart: RT @Bipartisanism: This protest from 1936 shows not much has changed. #WalterScott http://t.co/7OvfA3BPXX,TheHOodRept____,08/04/2015 13:41,0,0
RT @MariaChappelleN: The truth is out. The senseless execution of #WalterScott is more proof that the genocide of American Black men contin?,Jonesdc,08/04/2015 13:41,0,0
"RT @Anonionaire: At what point did this man become ""life threatening"" ? ?  #WalterScott http://t.co/FLoHyPb7Ku",Ieahmcgrath,08/04/2015 13:41,0,0
RT @yolandanocturn: A white man called me closed minded because I didn't want to engage in conversation with him about #WalterScott like I ?,_A1va,08/04/2015 13:41,0,0
RT @docrocktex26: North Charleston PD's version of events prior to the release of video is full of blatant lies. http://t.co/iPiSwW4jow #Wa?,BenjiEye,08/04/2015 13:41,0,0
RT @gregontuck: White privilege says #WalterScott should have complied. Should ask why whites keep complying with system that treats our br?,absurdistwords,08/04/2015 13:41,0,0
Honestly speaking black folks in Murica should be wearing bullet proof vest #WalterScott,Nicky_bgki,08/04/2015 13:41,0,0
"RT @CensorMyTweets: #WalterScott is a PRIME example of why a cop saying ""I feared for my life"" should be taken with a grain of salt.",cptpuddlejumper,08/04/2015 13:41,0,0
"RT @JamiaStarheart: RT @nycjim: Brother of #WalterScott: ""We don?t advocate violence, we advocate change.? http://t.co/eLC1EgyHud http://t.?",GuyPickrell,08/04/2015 13:41,0,0
RT @fox5newsdc: White South Carolina officer charged with murder for shooting black man.  http://t.co/QkKoDsTPvq #WalterScott video http://?,Thugmasterflexx,08/04/2015 13:41,0,0
RT @halseymusic: Our society is on its way to being desensitized to the murder of innocent people by the law. There's a human behind the ha?,surfhemmo,08/04/2015 13:41,0,0
"RT @MarvAbbey: How can you shoot an unarmed man EIGHT TIMES in the back and then have the cheek to handcuff him?

#WalterScott",jjdelaramaa,08/04/2015 13:41,0,0
